"","Movie_title","Reviewer","DateReviews","Stars","Textreviews","TitleReviews"
"77","18. GoodFellas","arthurclay","29 August 2004","10/10","The movie that dispelled the romantic myths about La Cosa Nostra and showed it as it really was.  ""The Godfather"" for the 90's minus the silly notions of love, honor, and family.  Henry Hill (Ray Liotta) is a half-Irish, half-Italian who rises to prominence in Paul Cicero's (Paul Sorvino) Lucchese Crime Family along with Jimmy Conway (Robert DeNiro) and Tommy DeVito (Joe Pesci).  This is his story of hi-jacking, stealing, cheating, killing and finally drug dealing.  He makes no excuses about what he does. Simply put he is just doing business and trying to survive on the mean streets of New York City.  He explains the trials and tribulations of being a mobster and what it's like to have to do these things and live with the consequences.  Cicero, an aging old-time underboss, heads a dangerous and powerful organization that enjoys free reign over the neighborhood in which Hill lives and recruits him when he is only a kid to work for them and learn to ""score"" more specifically, the art of committing crime.  Hill quickly hooks up with veteran criminal Jimmy ""The Gent"" and his protege Tommy to hi-jack trucks from the Idlewild Airport.  This makes these three rich and respected in the underworld but there is a new game in town.  Narcotics. They quickly undertake this highly profitable business even though they know it is against the expressed rules of Paulie.  This combined with another serious rule violation and the score of a lifetime sets them up for their own possible demise.  Lorraine Bracco co-stars as Henry's wife.  A marvelous true life story of one of the most violent and profitable street crews in the history of the American Mafia.  The best movie of 1990."," The Mob...Revealed"
"78","18. GoodFellas","tothestables","4 March 2022","10/10","The rise and Fall of Henry Hill. A kid who always wanted to be a gangster and his progression up the criminal ladder to his ultimate downfall with those around him. Great film."," Instant classic"
"79","18. GoodFellas","shanfloyd","29 March 2005","5/10","This is one hell of a film about the mobsters, based on a true story and coming from one of the great directors of all time. This is about Henry Hill, the narrator of the story, an Irish simple person who gets involved with the Mafia at a very young age and continues his life through it. There is no major plot in this film, just isolated incidents one of which was the turning point of Hill's life. Scorsese, as brilliant as he ever was, shows violence, sex and drugs etc in his own trademark style. And his actors helps him to make this film one of the classics.Robert DeNiro is not present in much of the film, nor his acting leaves too much impression. The three actors who really did their best job here are Ray Liotta, Joe Pesci and Lorraine Bracco. I hate to say that most youngsters today don't know too much about Liotta or how talented he was. I asked my younger brother about him and he said, ""The man who did the voice on GTA: Vice City?"". This is partly because Liotta did not get too many big roles after that, especially in recent years. But here he is just brilliant as Hill. It's Pesci's one of the best too. Playing a mad mobster with dark sense of humor wasn't his usual type. And Lorraine Bracco becomes the perfect lead female in such type of films.The film's got smart screenplay and excellent cinematography. And I don't know how many times Scorsese will be denied his Academy recognition. I hate to see a lifetime achievement award as his first Oscar. But things are going like that."," A classic mobster film."
"80","18. GoodFellas","bob the moo","30 January 2002",NA,"Starting with the 1950's, we follow Henry Hill from a teen who tries to realise his dream of `always wanting to be a gangster'.  He goes from running errands for Paulie Cicero to become a trusted man within his organisation.  Working with James Conway and Tommy De Vito, Henry navigates his violent lifestyle where death is never more than a few steps away.For my generation this was one of our first introductions to Scorsese doing a real tour-de-force of a film - I was too young to appreciate Raging Bull and his 70's work when it first came out and the eighties were a quiet period (except the brilliant king of comedy).  So here was a great introduction to a fanatastic director.  The plot is spread over such a long time (in terms of story years) that it's hard to get beneath the surface events, but this is a very minor problem given that it's such a great ride. The focus is on events and the culture rather than a deep story and as such Scorsese works with set pieces and events rather than too much characterisation.  However the story moves so effectively through the action - Scorsese uses long tracking shots, pumping soundtracks and scenes of building tension and sudden violence to create a masterful experience.The weakness with lack of depth is really put to the back of your mind by the action, the direction and the performances.  The story is well held together by Hill's narrative and the shallowness is easily over looked. Liotta is excellent as the aspiring gangster and is full of self seeking menace.  De Niro does what he does best in terms of the Irish gangster role but the standout is Pesci.  Pesci gives a strong role as the vicious Tommy and deserved his Oscar.  The rest of the cast are all excellent whether it's major roles (Paul Sorvino, Lorraine Bracco) or minor characters (Frank Vincent, Sivero).The real star here is Scorsese - he uses the camera and the soundtrack to great effect and gets great performances from his cast.  A modern gangster feast."," Classic modern day gangster film"
"81","19. One Flew Over the Cuckoo's Nest","Wuchakk","21 October 2012","9/10","Set in the early 60s, the story involves R.P. McMurphy (Jack Nicholson) and his arrival at a mental institution in Salem, Oregon (where the film was shot). He plays the ""mental illness"" card to get out of prison time, thinking it'll be a piece of cake, but he's wrong, very wrong. Everything appears well at the hospital and Nurse Ratched (Louise Fletcher) seems to be a benevolent overseer of McMurphy's ward, but there are sinister things going on beneath the surface.""One Flew Over the Cuckoo's Nest"" (1975) is a film you'll appreciate more as you mature. I saw it when I was younger and, while I thought it was good, I didn't 'get' a lot of the insights the film conveys.The movie criticizes the way institutions deal with mental illnesses. Their ""therapy"" is futile and only makes the patients dependent on the institution itself, thereby creating its need for existence (often at the taxpayer's expense). McMurphy is a threat to the establishment and therefore must be ""dealt with.""A lot of people criticize the film by suggesting that Nurse Ratched ""isn't that bad"" or that ""she was only trying to do her job"", etc. I had the same reaction the first couple of times I saw it. This reveals an aspect of the film's brilliance: Ratched's malevolence is so subtle that the filmmakers allow the possibility for complete misinterpretation. Yes, from an administrative point of view, she seemingly does a good job, she's authoritarian without being sadistic, and she cares for the residents as long as they follow the rules (more on this below). Yet she is demonic as a robotized arm of a dehumanizing system. She maintains the residents in a state of oblivion and marginalization; they are deprived of their dignity because the system sees them as subhuman.The filmmakers and Fletcher (not to mention the author of the book, Ken Kesey) make Nurse Ratched a more effective antagonist by showing restraint. Compare her to, say, Faye Dunaway's portrayal of Joan Crawford in ""Mommie Dearest,"" which pretty much turned her into a cartoon villain. Ratched isn't such an obvious sadist, yet she uses the rules to tyrannize the men and reduce them to an almost infantile state of dependency and subservience. Her crowning achievement is Billy Bibbit (Brad Dourif).McMurphy, despite his obvious flaws, is the protagonist of the story. Although he's impulsive and has a weakness for the female gender, which got him into prison in the first place, he has a spirit of freedom and life. His problem is that he needs to learn a bit of wisdom; then he can walk in his freedom without causing unnecessary harm to himself and others.Nurse Ratched, on the other hand, represents legal-ism, which is an authoritarian spirit obsessed with laws or rules. This is clearly seen in the World Series sequence: Even though McMurphy gets the final vote he needs for his ward to watch the Series Ratched refuses to allow it on a technicality. When McMurphy then PRETENDS to watch the game and works the guys up into a state of euphoria, Ratched reacts with sourpuss disapproval. That's because legalism is the opposite of the spirit of freedom, life and joy. Legalism is all about putting on appearances and enforcing the LETTER of the law (rule). The problem with this is that ""appearances"" are not about inward reality and, worse, ""the letter kills.""Despite his folly and mistakes, McMurphy does more good for the guys in his ward than Ratched and the institution could do in a lifetime. How so? Not only because he has a spirit of freedom and life, but because he loves deeply, but only those who deserve it - the humble - not arrogant abusers. When you cast restraint to the wind and love with all your heart you'll reap love in return, as long as the person is worthy. A certain person hugs McMurphy at the end because he loves him. McMurphy set him free from the shackles of mental illness and, worse, the institution that refuses to actually heal because it needs mentally ill people to exist; it only goes through the motions of caring and healing (not that there aren't any good people in such institutions, of course).No review of this film is complete without mentioning the notable character of ""Chief"" Bromden, played effectively by Will Sampson.The film runs 2 hours and 13 minutes.GRADE: A"," The spirit of freedom vs. the spirit of legal-ism"
"82","19. One Flew Over the Cuckoo's Nest","pyrocitor","14 January 2005","10/10","I went into this film with the knowledge that it had been the second film in history to win the 'top five' Oscars (for Best Picture, Best actor, Best actress, Best director and best screenplay) and has been praised as ""one of Jack Nicholson's finest roles"" and ""one of the classics of the 70's"". Naturally, after hearing all this, I had high expectations for One Flew over the Cuckoo's Nest. But nonetheless, I was surprised at how easily the film surpassed my expectations and easily led me to understand how it merited all that praise.Based on the novel by Ken Kesey, the story follows Randle Patrick McMurphy (Jack Nicholson), who, in an attempt to get out of spending more time in prison, pleads insanity for his crime, and is therefore sentenced to time in a mental institution. This was McMurphy's intention, as he believes the conditions in a ""crazy house"" will be significantly easier to contend with than another harsh stay in prison. However, he quickly finds out that surviving the institution with it's desolate patients (including Christopher Lloyd, Danny DeVito, Vincent Schiavelli and an absolutely brilliant Brad Dourif as the stuttering Billy Bibbit) and the monstrously repressive Nurse Ratchet (Louise Fletcher, in a career defining role) is considerably harder than he imagined. McMurphy plays pranks, horseplay, and is generally defiant to the rules of the institution in an attempt to raise spirits. His constant optimism and reckless defiance to the out of date rules in the institution can be very uplifting, and often quite funny as well, but much of the movie can be very depressing - the generally decrepit state of the institution is a consistently (and intentionally) bleak background to a superb story with a truly bittersweet ending.Jack Nicholson is at his best here, head and shoulders above other excellent performances such as in 'Chinatown' or 'As Good as it Gets'. McMurphy is an apparently unquenchable optimist, refusing to succumb to the defeated spirit of all the other patients. His livewire antics, inspiring the patients are generally uplifting, and when his indomitable spirit is finally broken, we really feel for him and his fellow patients. Nicholson conveys the essence of McMurphy to perfection, demonstrating his excellent understanding and interpretation of the character. When McMurphy announces that he is going to lift a huge stone fountain and hurl it through the window to escape, the other patients are so caught up in his intoxicating spirit of freedom that they honestly believe he can do it, despite the fact it would be impossible for a man much stronger than him. When McMurphy finally discovers that despite his best efforts, he cannot lift the fountain, he is so openly crushed that we can't help but feel for him. Beneath the frequent profanities and livewire antics, there are real human emotions, which come across as truly touching.What can be said about One Flew over the Cuckoo's Nest which hasn't already been said? It has an excellent storyline, top notch acting, painfully bleak visuals, perfectly setting the tone for the movie, and alternates between being truly uplifting to devastatingly depressing. It features perhaps the most memorable film ending ever, next to a man on his horse riding off into the sunset, and leaves the viewer beaten down by the conflicting emotions, unaware what to think of the picture next to reveling in it's glorious entirety. It's hard to produce a final outcome any better than this.-10/10"," Both uplifting and disheartening, sometimes both at once"
"83","19. One Flew Over the Cuckoo's Nest","TBJCSKCNRRQTreviews","3 July 2004","10/10","Jack Nicholson is a great actor. No, not a great actor, a spectacular actor. This is a film from fairly early in his career, as well as it is for several other actors in this film, who later have had long, great careers too, including Danny DeVito, Christopher Lloyd and Brad Dourif. The film has some unforgettable moments... who could forget Louise Fletcher's icy stare, Jack Nicholson's smart-aleck remarks or Will Sampson's impressive, almost entirely silent performance? The film portrays the horrible truth about how patients were treated in mental institutions back then, and tells the story of someone who desperately wanted to break out, to rebel, to change things, for himself and for the others. I was compelled by this film, from the very first frame. I never took my eyes off it, and I will definitely be thinking about this film for a while. I thought it was great the way one of the very first frames depicted the institution as something far more similar to a prison than a hospital. Milos Forman did a great job of making that contrast very powerful to the viewer. The film is very moving and a truly beautiful cinematic experience. Every single actor gives a stellar performance, every single character is perfectly written, every single line, every single frame is absolutely perfect. I wouldn't change a thing in this film. It has a great pace, you never lose interest, but it never seems to be rushing to get through it, either. It's simply perfect. I have not read the original book, but if I ever come across it, I might check it out. I have only seen this film once, but I will definitely watch it many times in years to come. I recommend this amazing piece of great cinema to anyone who has at least a slight interest in the drama genre, or any fan of any of the actors, as they are all in their absolute prime in this film. 10/10"," Touching and moving, a great cinematic experience"
"84","19. One Flew Over the Cuckoo's Nest","philip_vanderveken","14 September 2004","10/10","What a movie, what an excellent movie!!! That is what first went through my mind after seeing this masterpiece. I've seen many movies, but there aren't much movies which had such an impact on me. Nowadays almost all filmmakers believe they can only make a good movie by adding loads of special effects and lots of huge explosions ... This movie is so good, so convincing without them. The actors played their roles in such a convincing way that you would think these weren't actors at all, but real psychiatric patients.This movie may be 30 years old, but it hasn't lost any of its relevancy. OK, we don't put our mentally ill people in that kind of prisons anymore, the bars in front of the windows have gone and now we call it hospitals in stead of nut houses. But the treatment hasn't changed all that much. I once worked in such a hospital as a volunteer and still saw things like forced feeding, giving people so much medication until they no longer know who or where they are,...When the movie first came out, some people were shocked because when you watch the movie, you can't help it feeling more attached to the patients than to the doctors and nurses. This movie shows that cinema can make a difference. It can help to open people's eyes. If there is a movie that should be seen by everyone, this sure is the one. I give it a well deserved 10/10."," ""What an excellent movie"" is all that went through my mind after seeing this masterpiece"
"85","19. One Flew Over the Cuckoo's Nest","perica-43151","20 July 2018","10/10","The seventies produced some of the most interesting and worthy Hollywood movies. Before the era of blockbusters, and ever increasing dumbing down of the cinema art by the Hollywood power-brokers and greedy moneymakers, there was this short but truly amazing window of time that produced many of the timeless gems. A great portrayal of oppression, this gem should not be overlooked by anyone. Truly recommended."," A masterpiece"
"86","19. One Flew Over the Cuckoo's Nest","Don-102","22 January 2000","10/10","The opening shot of ONE FLEW OVER THE CUCKOO'S NEST is a bleak  glance at an Oregon morning.  Stirring, haunting music plays gracefully on the soundtrack and a car approaches.  Inside the car is one of film history's most remarkable characters.   ""Randle McMurphy"" is about to bring hope, humor, and a glimmer of reality to some disturbed people in a mental hospital. Jack Nicholson as ""McMurphy"", is something of a paradox.  Is this guy crazy or is he really the lazy, conniving criminal most believe him to be?  That is the magical mystery and start to a journey into mental illness and the effect this man will have on some truly messed up men.Milos Forman directs this all-time classic, which swept the Oscars deservedly, and holds up so well 25 years later.  It is a simplistic film about small people living in their own small worlds.  Manic moments are mixed with poignant acting all leading to an astounding climax.  Not before or since CUCKOO'S NEST has a collection of different characters had such an impact on me.  You could write a book report about each of the patients in the ward.  The two most important people here are, of course, Jack Nicholson and Louise Fletcher.Nicholson has his greatest moments in this picture.  One brilliant scene has him doing an imaginary play-by-play commentary of the 1963 World Series to the group, who are not allowed to watch the game on TV.  It is a poetic sequence and Nicholson goes crazy with his delivery, describing baseball with colorful anecdotes and profanity.  ""McMurphy"" immediately makes an impression on the crazies and shows them how they don't have to stick to the ""normal routine"".  He knows their names right away, he sprays them with water, he makes impossible bets with them, he introduces them to fishing, and he even gets a suffering young kid (played well by Brad Dourif) a ""date"".  Louise Fletcher plays one of the more reprehensible human beings in film as ""Nurse Mildred Ratched"".  She is a hardened woman, one who makes the daily meetings with the group a contest to see who will win.  Her stubbornness and lack of compassion for the poor guys is rather one dimensional.  That's perfect because that is exactly who she is.  Her strong will to keep things monotonous leads to a final showdown with the free spirited ""McMurphy"" in what is easily one of the most shocking and disturbing climaxes in recent memory.ONE FLEW OVER THE CUCKOO'S NEST does not try to make a statement about mental illness or how the unstable should be treated.  Rather, it is a very simple portrait of the long days and hilarious scenarios that can come about when a mixed bag of suffering people are thrown together.  Mental illness is nothing to laugh about, but the fact that Nicholson is not really crazy (at least in my opinion) allows us to be amused.  He seems to love his compadres in the hospital.  He is mislead, however, into thinking he can do as he pleases.There is no denying the power of CUCKOO'S NEST.  The two main powerhouse performances are golden, the cinematography is morbid and gritty like it should be, the ""Chief"" is great as Nicholson's right hand, ah, protagonist, and you care a lot about what will happen as the film moves on.  The famous, final shot ironically happens to be an exit of a major character into that bleak, Oregon morning. NOTE: I have never read the book and I find it hard to believe author Ken Kesey has never watched the filmed version.  Comparing a book to a movie is impossible.  They are 2 distinctly different artistic methods of story-telling."," Poetic - Powerful - Simple: The Greatness of Cuckoo's Nest."
"87","19. One Flew Over the Cuckoo's Nest","tfrizzell","11 September 2000","9/10","Jack Nicholson had been nominated four times, he had lost four times.  Each time he probably should have won, but he never did.  Just when you thought there was no justice in the world, Jack finally came through with ""One Flew Over the Cuckoo's Nest"".  The film is exceptional in every sense imaginable. Nicholson stars as a prisoner who is sent to an insane asylum.  While there, Nicholson creates an atmosphere which gives his fellow inmates a sense of self-worth and a glimmer of happiness.  Throughout, it is never made clear whether Nicholson is truly insane or just acting crazy to get out of manual labor at the regular prison.  Whatever the case, Nicholson is creating a place that head-nurse Louise Fletcher (Oscar-winning) is finding unsuitable for the other patients.  She is quietly evil and amazingly cruel to those within the asylum.  Nicholson and Fletcher are getting ready for a head-on-collision that will prove to be the decisive factor at the end of the movie.  Will Sampson, Danny DeVito, Christopher Lloyd, and Brad Dourif (Oscar-nominated) are all great in supporting turns as Nicholson's fellow inmates.  An excellent film.  5 stars out of 5."," Jack Nicholson Finally Wins the Oscar"
"88","19. One Flew Over the Cuckoo's Nest","Agent10","13 August 2002","10/10","It's tough to really judge this movie. Is it Milos Forman's greatest directorial masterpiece or Jack Nicholson's best performance. Tough to say, but the marriage between both director and actor are quite phenomenal. From the first time we see Jack Nicholson to the sad, yet uplifting ending, one cannot escape the sheer power of the film. When a film is parodied as many times as this one has been, typically, greatness can be associated. Well, greatness was achieved, and let's hope this one never falls through the cracks."," Jack Nicholson at his finest"
"89","19. One Flew Over the Cuckoo's Nest","Quinoa1984","15 April 2000","10/10","Milos Forman's One Flew Over the Cuckoo's Nest is a landmark (one of the few I might add) in cinema. Pretty much everything in this film is at or close to perfection. And rightfully so, it became only the 2nd (1 in 3 films in history along with It Happened One Night and Silence of the Lambs) film to win the top five Oscars- Best Picture, Actor (Jack Nicholson), Actress (Louise Fletcher), Director (Forman), and Screenplay (Bo Goldman).The story (based on Ken Kessey's astounding, though not too similar, novel) focuses on a rowdy misfit named Randle Patrick McMurphy (Nicholson) who is put in a mental hospital with other people (some voluntarily in) who are not all there. Some of these guys include Danny DeVito (in his first role), Christopher Lloyd, Brad Dourif (in his Oscar nominated role) and the never forgettable Will Sampson who played the Chief. The film, It's actors and scenes will always be terrific achievements in cinema and is one of my favorites."," Best film of its era"
"90","19. One Flew Over the Cuckoo's Nest","Sleepin_Dragon","20 June 2023","10/10","R. P. McMurphy, A Korean war veteran pleads insanity and lands up in an institution for the Mentally unwell. In charge of his ward is Nurse Ratched, who has a right control on proceedings, McMurphy challenges the order of things.Let's be honest, this film is phenomenal, and should be regarded as one of the greatest films ever made.I read the description here, and I'm not a hundred percent sure I fully agree with it, for me it's more of a power struggle between Murphy and Nurse Ratched. Murphy challengers Ratched for sure, but it feels as though her battle is to get him to conform, he fights against it, and wants to give some life back to the patients.For such a serious and bleak setting, there's actually a lot of humour, it drops to some real lows, but the laughs and lighter moments are so uplifting.Jack Nicholson, what can you say, is this one of the greatest performances of all time? I'd say you could make a strong case for it. The supporting cast are awesome, nobody puts a single foot wrong, acting perfection, Louise Fletcher, Christopher Lloyd, Danny DeVito etc, sublime.The direction is phenomenal, this is a startling looking movie, and one thing this film has is originality, sheer originality, there is nothing quite like it.At least I now understand the Netflix Ratched series, and the link that has to this movie.You could watch this film 1000 times, and it would still be as good.10/10."," One of the greatest of all time."
"91","20. Se7en","bob the moo","29 March 2002","9/10","`Days from retirement' Detective Somerset is teamed with new-to-the-city Detective Mills to investigate a murder that quickly becomes a series. Somerset realises that the killer must be smart and is using classic literature to model his killings on the seven deadly sins, however Mills finds to hard to see him as anything other than a crazy man.  With the killer close to completing his work, Mills and Somerset begin to close in on him.  However nothing is as it seems in a dark depressing city full of moral degradation and apathy.When David Fincher came onto the scene with his debut feature Alien3 the world only paused to scorn a film that didn't fit in with the Alien franchise.  Yes it wasn't a great film  but I loved the sense of mood, the dark the tension in the shadows that Fincher created.  Years later we have Se7en, Fight Club, The Game, and at people are getting Fincher!Se7en was his major break through  where his dark visions also reaped box-office gold.  The story doesn't sound like much  mismatched partners (one young, cocky and reckless  the other a few days from retirement) go after a serial killer who is carrying out a series of twisted murders..it sounds like Lethal Weapon meets a straight to video thriller.  But happily it rises above that by so much it's unbelievable.it certainly shows how a story put in good hands can work out.  From the start we are entombed in mood  the city where it always rains, the uncaring people etc.  The we begin to find murders  but Fincher doesn't show us the murders, he lets us see the aftermath in the shadows and lets us imagine the rest  Genius!What you don't see is more gory than what you do.  Meanwhile the tension is cranked up to fever pitch as the race to catch the killer is accelerated. When we meet the killer, the film just gets betterright up to an ending that is simply one of the most logical, emotional and gripping endings I've ever seen.  I promise you'll leave the cinema shell shocked.Freeman is excellent as Somerset  so good that it's a role he's tried to do again in `Kiss the girls' etc.  But here he is the perfect foil for both Mills and the killer.  Brad Pitt is also superb....he isn't allowed to trade on his looks here and does very well in a film that has little opportunity for him to pander to his female fans  he spends a lot of it looking beaten up.  Paltrow is OK with what she has  but this isn't really a film that focuses on female roles.  R. Lee Ermey is as good as ever and it's a sign of how good the cast is that actors of the stature of Charles Dutton and John C McGinley are basically in roles that barely count as cameos.However the best performance is from Kevin Spacey in the years before he became an Oscar lovie and stopped doing bad guys or dark characters.  He is only on screen for a small portion of the film but his dialogue is superb and he delivers it faultlessly.  In the scene where he shares a car ride with Mills and Somerset you literally hang on his every word.  However alongside Spacey Fincher stands triumphant with his dark vision given the perfect story and perfect actors.At heart this is a cop thriller  but excellent performances, excellent mood and a moral lesson from an excellent Spacey make this quite simply the most jaw-droppingly excellent thriller of the 1990's."," Simply one of the darkest and best thrillers of the 1990's  but don't let anyone spoil it for you....."
"92","20. Se7en","Twins65","13 March 2017","10/10","...and it was STILL STELLAR! Fincher's mid-90's crime drama SE7EN got a whole bunch of hype when it first came out, and deservedly so. Pitt was still on the upswing of his career, ""Gwyn"" was still not yet a household name (which was a good thing for this role), and of course Freeman was at the top of his game (see SHAWSHANK, UNFORGIVEN, OUTBREAK, etc.) once again playing the voice of reason to perfection. And throw in Spacey, who was still in the last stages of being a THAT GUY (albeit, one of the very best THAT GUYS-- he would pick up a Supporting Actor Oscar the next year for THE USUAL SUSPECTS), and you've got one helluva cast.But it wouldn't have all mattered if the story wasn't any good, and this one, written by Andrew Kevin Walker, is top notch. I guess my only real beef is that we wait too long until we actually get involved visually with Spacey's John Doe. But once he shows, the movie is even more riveting down the stretch. The chase scene and then finally the car ride scene are tremendous, as is the final showdown which I won't spoil here but I think every movie buff is familiar with by now.WATCH IT AGAIN WHEN YOU CAN!"," 20+ years later, I watched it again"
"93","20. Se7en","johnmbale","21 August 2005","10/10","A stand out film dealing with a particularly unpleasant Serial Killer, ""Se7en"" (along with ""Silence of the Lambs""), is something of a milestone in this genre. An intelligent script, and admirable actors including the excellent Morgan Freeman, Prad Pitt, Gwenth Paltrow and Kevin Spacey, with a cinema noir style, and very grisly murders representing the Seven Deadly Sins. It is the performances however that lifts this movie above the average, Morgan Freeman as the older world wise detective, Pitt almost manic as his young enthusiastic sidekick, Poltrow plays the wife with a fine degree of sensitivity, and Spacey does his usual brilliant psycho routine. There is a pivotal scene with Freeman and Paltrow in a café which shows the depth of performances here. They are believable characters in a dark disturbing world wherein it always seems to be raining. An effective thriller with tight direction and atmospheric photography."," Stand out Thriller thanks to Fine Cast."
"94","20. Se7en","tsatsas","20 June 2002","10/10","Gothic, shocking, suspenseful, disturbing and clever, `Seven' marked a new beginning for director David Fincher's career. This dark tale of murder and crime revolves around two detectives in present New York city played by two brilliant actors `Brad Pitt' and `Morgan Freeman' who are paired together to solve a puzzle of murder that is at the hands of a man who kills regarding to the seven deadly sins. Both actors displayed striking performances that are so sharp and realistic sometimes you have to remind yourself that's its all acting. David Fincher's masterpiece really gives us an opportunity of a lifetime, maybe it's one that we don't all wish to share, but by seeing this movie you will experience a glimpse of the horrors that this world is filled with, and a small piece of mind of a man who you only prey you never have to meet.Brad Pitt successfully proves to us that he's not just a pretty face on screen, and that he sinks into his character so well, that you can walk off after the film finishes classifying him as a pretty darn good actor.You wouldn't expect anything else from Morgan Freeman because it's perfectly obvious that this guy was born to play the roles of the smart detective.David Fincher's timeless directing and memorable filming captures all the goods that this film has to offer and will undoubtedly leave you shocked and begging for more films like this. Seven is a step into the harsh realities of life, a realistic portrayal of two detectives investigation into the un-describable horrific world murder, and the darkest realms of the human soul.We can only prey for more classic memorable work from Mr. Fincher and for those future directors who are intent on making a gothic, psychological thriller, make sure you sit down and watch Seven with a pen and paper ready to take notes."," Modern Masterpiece!!"
"95","20. Se7en","Howlin Wolf","14 January 2008","9/10","""Se7en"" is unique because of the extraordinary sympathy it manages to foster for its two main characters; it's unique because of its bleak, hopeless environment that serves as a symptom of civilization's general decline. It's strengthened by its brilliant performances capturing mostly decent people struggling to survive in the sewer without becoming tainted by it. The fictional John Doe would most likely agree with all these theoretical snapshots of despair - the difference comes in his psychopathic desire to come up with a plan that he thinks will solve it.Few forms of popular entertainment manage to afford the villain his say whilst still maintaining a sensible distance from his horrific acts. What I like best is the film's depressing contention that there isn't as much distinction as we think between the good guys and the bad guys. We're all affected by the distasteful aspects of society, but do we just hope that our own positive contributions will be enough to offset them - or in extreme situations, when we stare into the abyss, will the abyss stare back at us? Some may well be upset that the killer's justification contains reasoned objections. It is really only by resorting to crime that he reveals himself as a madman. Rather than be outraged, though, I prefer to celebrate good writing that allows us to see hidden facets of an issue, however unpalatable the resultant consequences of such a viewpoint may turn out to be."," Se7en gruesome chapters of a killer's manifesto..."
"96","20. Se7en","pooch-8","16 August 1999","10/10","David Fincher's bleak, relentless, and ultimately terrifying crime thriller Seven transcends other films of the genre with incredible plotting (the sort Hitchcock might employ were he alive and making films in the 1990s) and scalding intelligence.  With only a small handful of minor flaws -- the overly familiar retiring cop/young cop pairing; the awful ""I'm taking you off the case!"" cliche seemingly required by the genre; one giant lapse in logic in the downward spiral toward the conclusion that cannot be revealed without ruining the script's gruesome surprise -- Seven typically keeps its viewers imprisoned in their seats with a combination of morbid fascination and abject fear.  Despite attempts by studio executives to alter Andrew Kevin Walker's ending, the filmmaking team prevailed and audiences experienced that rare treat of mainstream cinema: an uncompromising vision."," Superbly crafted drama delves into darkest corners of the psyche"
"97","20. Se7en","dommercaldi","24 August 2020","10/10","Pros:
1. The score is beautifully ominous which only deepens the thrilling and unsettling atmosphere.
2. Brad Pitt (Mills), Morgan Freeman (Somerset), and Kevin Spacey (John Doe) give amazing performances.
3. The colour palette being dark and monotone helps to cement the gloomy and grim tone.
4. The gore and practical effects are immense and they still stand up 25 years later. The sloth, lust, and gluttony murders, in particular, stick in mind.
5. The great cinematography knows when to pull the camera back, as well as to draw it close for great effect.
6. Both Morgan Freeman and Brad Pitt have great chemistry together.
7. The back-and-forth between Somerset, Mills, and John Doe in the police car is one of the most intense and captivating scenes in the history of cinema.
8. The movie presents the interesting and complex moral quandary of: is it immoral to kill the immoral? Even if those immoral people adversely affect other people? And who gets to decide who is immoral, and what punishment should be meted out to them?
9. Despite the underdeveloped character of Tracy (Gwyneth Paltrow), the conclusion is still one of the hardest hitting and iconic endings ever created.Cons:
1. Tracy is a severely underdeveloped character, with her pregnancy-confessing scene to Somerset feeling lazily forced to add weight to the final scene."," David Fincher Strikes Again, With An Unwavering Thriller That Strikes Straight To The Heart"
"98","20. Se7en","namashi_1","24 September 2015","9/10","David Fincher has made remarkable films throughout his career, but 'Se7en' finds him at his FINEST! This neo-noir psychological-thriller, is an astonishing piece of Cinema. I was mesmerized. 'Se7en' Synopsis: Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his modus operandi.'Se7en' is a Masterstroke from start to end. A dark, moody, violent & utterly gripping story, that keeps you at the edge-of-your-seat. There isn't a single dull moment in this blockbuster, in fact, the tale gets more & more intriguing as it progresses.Andrew Kevin Walker's Screenplay is Ace. It's a spine-chilling tale about two heroes out to get a psychotic killer. The Writing grips you from the moment it begins & refuses to let you go. Fincher's Direction is incredible. The way he has handled this twisted story, deserves an ovation. Darius Khondji's Cinematography is flawlessly done. Richard Francis-Bruce's Editing is tight. Action-Sequences are mind-blowing. Howard Shore's Score is perfect.Performance-Wise: Morgan Freeman is at his understated best. The Oscar-Winning Legend delivers a master-class act here, that ranks amongst his finest to date. Brad Pitt is in terrific form, adding depth & anger to his part. Kevin Spacey is loathsome to the core in his creepy portrayal of the wicked villain. Gwyneth Paltrow is wonderful in a brief, yet important role. On the whole, 'Se7en' is a film to die for. Two Big Thumbs Up!"," Fincher At His Finest!"
